0,1,kmeans_label,agglo_label,ensemble_label
0.25928327,-0.9658013,0,0,0.0
0.89214313,0.4517528,1,0,2.0
0.21088098,-0.97751176,0,0,0.0
0.7508782,0.6604406,1,0,2.0
0.33447504,0.9424046,1,1,1.0
0.8736988,-0.48646724,0,0,0.0
0.449464,0.8932985,1,1,1.0
0.7562039,0.65433604,1,0,2.0
-0.4216214,0.90677196,1,1,1.0
0.87306523,-0.48760337,0,0,0.0
0.19970381,0.9798563,1,1,1.0
0.7334526,0.6797405,1,0,2.0
0.72876626,0.68476254,1,0,2.0
0.6159755,0.7877653,1,1,1.0
0.8738614,-0.4861752,0,0,0.0
0.98747987,-0.15774506,0,0,0.0
-0.19953585,0.9798905,1,1,1.0
0.1262619,0.99199694,1,1,1.0
0.6189417,0.7854369,1,1,1.0
0.8730157,-0.48769212,0,0,0.0
0.98829526,0.15255298,0,0,0.0
0.20213763,0.9793571,1,1,1.0
-0.86925507,0.4943638,1,1,1.0
0.12843515,0.9917179,1,1,1.0
0.12806302,0.991766,1,1,1.0
0.20211503,0.97936183,1,1,1.0
-0.7815754,0.6238108,1,1,1.0
0.21121003,0.9774407,1,1,1.0
0.6597983,0.75144273,1,1,1.0
-0.7761092,0.6305984,1,1,1.0
0.1776076,0.98410136,1,1,1.0
0.9975061,0.07058108,0,0,0.0
-0.8288493,0.5594719,1,1,1.0
0.12867923,0.9916863,1,1,1.0
0.9805946,0.19604668,0,0,0.0
0.96499825,0.26225656,0,0,0.0
-0.23940642,0.9709195,1,1,1.0
0.72891283,0.68460655,1,0,2.0
-0.9696541,0.24448118,1,1,1.0
-0.29174334,0.9564966,1,1,1.0
-0.9837879,0.179336,1,1,1.0
-0.9766552,-0.2148132,1,1,1.0
0.66105026,0.7503416,1,1,1.0
-0.32192156,0.9467664,1,1,1.0
0.8308449,-0.5565041,0,0,0.0
0.83046174,-0.5570756,0,0,0.0
-0.9560673,0.2931472,1,1,1.0
0.83054936,-0.55694497,0,0,0.0
0.8294156,-0.558632,0,0,0.0
0.8302909,-0.55733013,0,0,0.0
0.8230039,-0.5680358,0,0,0.0
0.82853276,-0.5599406,0,0,0.0
0.82849205,-0.56000096,0,0,0.0
0.82961017,-0.5583431,0,0,0.0
0.29081556,-0.9567791,0,0,0.0
0.83113986,-0.5560635,0,0,0.0
0.8301833,-0.5574905,0,0,0.0
0.83042866,-0.557125,0,0,0.0
-0.95604396,0.29322332,1,1,1.0
0.8291304,-0.55905527,0,0,0.0
0.83238393,-0.5541995,0,0,0.0
-0.9621027,0.2726874,1,1,1.0
-0.95165676,0.30716333,1,1,1.0
0.83044165,-0.55710566,0,0,0.0
-0.95173025,0.30693555,1,1,1.0
0.82979023,-0.5580755,0,0,0.0
-0.9514175,0.3079039,1,1,1.0
-0.96164733,0.27428904,1,1,1.0
0.83162606,-0.55533606,0,0,0.0
0.83186,-0.5549855,0,0,0.0
0.83117336,-0.55601335,0,0,0.0
-0.24253808,0.9701418,1,1,1.0
-0.9804674,-0.19668142,1,1,1.0
-0.9509845,0.30923855,1,1,1.0
0.8309809,-0.5563009,0,0,0.0
0.82904875,-0.5591763,0,0,0.0
-0.9516673,0.30713087,1,1,1.0
0.8307817,-0.5565984,0,0,0.0
-0.96059763,0.27794266,1,1,1.0
-0.9585733,0.28484634,1,1,1.0
0.83001053,-0.5577476,0,0,0.0
0.8301058,-0.5576059,0,0,0.0
0.83143044,-0.5556288,0,0,0.0
-0.96267045,0.27067596,1,1,1.0
0.8298587,-0.55797356,0,0,0.0
0.82951576,-0.5584833,0,0,0.0
0.82989275,-0.5579229,0,0,0.0
0.8285903,-0.55985546,0,0,0.0
-0.9654535,0.26057512,1,1,1.0
-0.9569676,0.29019478,1,1,1.0
0.8298095,-0.55804676,0,0,0.0
-0.95098823,0.30922708,1,1,1.0
0.8231508,-0.56782275,0,0,0.0
-0.9649639,0.26238266,1,1,1.0
0.82936,-0.5587146,0,0,0.0
-0.955979,0.29343516,1,1,1.0
0.82290065,-0.56818527,0,0,0.0
-0.95117897,0.30863976,1,1,1.0
0.8294674,-0.5585551,0,0,0.0
-0.96478564,0.26303753,1,1,1.0
0.28881875,-0.9573838,0,0,0.0
-0.9835069,0.18087058,1,1,1.0
-0.9574223,0.28869095,1,1,1.0
-0.98375344,0.17952508,1,1,1.0
-0.96699095,0.25481096,1,1,1.0
-0.9586282,0.28466117,1,1,1.0
-0.9719739,0.23508877,1,1,1.0
-0.97538286,0.22051792,1,1,1.0
-0.9724304,0.23319335,1,1,1.0
-0.95597655,0.29344317,1,1,1.0
0.8294442,-0.55858946,0,0,0.0
0.82975596,-0.55812633,0,0,0.0
-0.96600264,0.25853196,1,1,1.0
-0.964305,0.2647938,1,1,1.0
0.83040184,-0.55716497,0,0,0.0
0.8326865,-0.5537447,0,0,0.0
0.99875236,-0.04993741,0,0,0.0
0.21893573,0.97573936,1,1,1.0
0.9778177,0.20945777,0,0,0.0
0.71366566,0.7004865,1,0,2.0
0.71215796,0.7020192,1,0,2.0
0.38879025,0.9213263,1,1,1.0
0.6294509,-0.77704024,0,0,0.0
0.82534873,0.5646232,1,0,2.0
0.966259,0.25757256,0,0,0.0
0.6544255,0.75612646,1,1,1.0
0.84387547,0.53653914,1,0,2.0
0.9409002,0.33868393,0,0,0.0
0.99848217,-0.055074897,0,0,0.0
0.72394884,0.68985367,1,0,2.0
-0.4307406,-0.9024758,0,0,0.0
-0.13779326,0.990461,1,1,1.0
0.5982237,-0.80132926,0,0,0.0
-0.48487127,-0.87458545,0,0,0.0
0.9474749,0.31983,0,0,0.0
0.17136078,0.9852084,1,1,1.0
0.9813788,0.19208217,0,0,0.0
0.8963606,0.4433258,1,0,2.0
-0.66737354,-0.7447232,0,0,0.0
0.7203229,0.69363886,1,0,2.0
0.9856946,-0.168541,0,0,0.0
0.6485614,-0.76116234,0,0,0.0
0.7212,0.69272697,1,0,2.0
0.7154589,0.6986548,1,0,2.0
-0.3976577,0.9175339,1,1,1.0
-0.49071664,-0.87131923,0,0,0.0
0.9998906,-0.014788725,0,0,0.0
0.5528628,0.8332723,1,1,1.0
0.9898018,0.14245115,0,0,0.0
-0.4202849,-0.90739214,0,0,0.0
0.7060124,0.7081995,1,1,1.0
0.1580204,0.9874359,1,1,1.0
0.97682744,-0.2140283,0,0,0.0
0.9759695,-0.21790695,0,0,0.0
-0.09163827,0.9957923,1,1,1.0
0.8962895,0.44346935,1,0,2.0
0.072512805,-0.99736744,0,0,0.0
0.98573947,-0.16827881,0,0,0.0
-0.38003477,-0.92497224,0,0,0.0
-0.56962556,-0.8219043,0,0,0.0
-0.16593495,0.98613673,1,1,1.0
0.9991584,-0.041018516,0,0,0.0
0.8920172,0.45200133,1,0,2.0
0.96271074,0.27053294,0,0,0.0
0.82057583,0.57153755,1,0,2.0
0.8391618,0.5438818,1,0,2.0
0.25300047,-0.9674662,0,0,0.0
0.65876937,0.75234497,1,1,1.0
0.52630174,0.85029787,1,1,1.0
0.9892101,-0.14650369,0,0,0.0
-0.36476716,0.93109876,1,1,1.0
0.22147478,0.9751661,1,1,1.0
0.9634286,-0.2679653,0,0,0.0
0.9505003,0.31072378,0,0,0.0
0.7349076,0.6781673,1,0,2.0
0.71915793,0.69484663,1,0,2.0
0.8120439,0.5835963,1,0,2.0
-0.37916553,-0.9253289,0,0,0.0
0.71849954,-0.69552743,0,0,0.0
0.9842835,-0.17659545,0,0,0.0
0.92006874,0.39175704,0,0,0.0
-0.33937308,0.94065183,1,1,1.0
0.83942103,0.54348165,1,0,2.0
0.96151966,0.27473617,0,0,0.0
0.9074122,-0.42024177,0,0,0.0
0.9051518,-0.42508858,0,0,0.0
0.35106632,-0.9363506,0,0,0.0
0.61188525,0.79094654,1,1,1.0
0.8286004,0.5598405,1,0,2.0
0.95977134,0.28078264,0,0,0.0
0.90926373,-0.41622046,0,0,0.0
0.85592556,0.5170991,1,0,2.0
-0.41856074,0.9081888,1,1,1.0
0.35591576,-0.9345181,0,0,0.0
0.9987688,-0.049606714,0,0,0.0
-0.450507,-0.89277285,0,0,0.0
0.7208685,0.69307184,1,0,2.0
0.81186783,0.5838413,1,0,2.0
-0.2035328,0.9790681,1,1,1.0
0.9420549,0.3354586,0,0,0.0
0.94966334,-0.31327218,0,0,0.0
0.40442157,0.91457266,1,1,1.0
0.88974017,-0.45646736,0,0,0.0
0.755716,-0.6548995,0,0,0.0
0.9993921,-0.034862284,0,0,0.0
0.7141094,0.70003414,1,0,2.0
0.97665346,-0.21482068,0,0,0.0
-0.44671753,-0.894675,0,0,0.0
0.8300154,0.5577404,1,0,2.0
0.2512541,-0.9679212,0,0,0.0
-0.32597408,0.9453787,1,1,1.0
0.89131826,0.45337832,1,0,2.0
0.8934712,-0.4491205,0,0,0.0
0.9320642,0.3622931,0,0,0.0
-0.19219653,-0.9813565,0,0,0.0
-0.1731385,0.9848975,1,1,1.0
-0.074512534,0.9972201,1,1,1.0
0.5545026,0.83218205,1,1,1.0
0.87280387,0.48807102,1,0,2.0
0.95940995,0.28201535,0,0,0.0
0.72229075,0.69158953,1,0,2.0
-0.40499252,0.91432,1,1,1.0
0.94462854,0.32814172,0,0,0.0
-0.5369256,-0.8436296,0,0,0.0
0.769715,-0.63838774,0,0,0.0
-0.26362914,0.96462417,1,1,1.0
0.5168534,0.8560739,1,1,1.0
-0.17916538,-0.98381895,0,0,0.0
0.959058,0.28320995,0,0,0.0
0.9850563,-0.17223278,0,0,0.0
0.35611284,0.93444294,1,1,1.0
-0.036812384,0.99932224,1,1,1.0
0.8986975,-0.4385691,0,0,0.0
-0.13110055,0.99136907,1,1,1.0
0.74313915,0.6691369,1,0,2.0
0.97960985,-0.20090921,0,0,0.0
-0.23967785,-0.9708525,0,0,0.0
0.96911967,0.24659108,0,0,0.0
0.9882879,-0.1526006,0,0,0.0
0.94186205,0.3359998,0,0,0.0
0.21395211,-0.97684413,0,0,0.0
0.18234706,0.9832342,1,1,1.0
0.97126436,0.23800297,0,0,0.0
0.6743177,0.7384413,1,1,1.0
0.031830262,0.9994933,1,1,1.0
-0.12641826,0.99197704,1,1,1.0
-0.0017680071,0.99999845,1,1,1.0
0.016943539,0.99985635,1,1,1.0
-0.0025039942,0.9999968,1,1,1.0
