0,1,kmeans_label,agglo_label
-0.33418766,-1.7961926,1,1
-0.32919148,-1.7903329,1,1
-0.32602978,-1.7885388,1,1
-0.32690716,-1.7892069,1,1
-0.32682666,-1.7894344,1,1
-0.32721883,-1.7892472,1,1
-0.3253283,-1.7878428,1,1
-0.3249747,-1.7877241,1,1
-0.3263325,-1.7887784,1,1
-0.32357728,-1.7864817,1,1
-0.32991362,-1.7920624,1,1
-0.3257493,-1.7883697,1,1
-0.3336669,-1.7954786,1,1
-0.32739535,-1.7900419,1,1
-0.33652803,-1.797677,1,1
-0.3354835,-1.7976774,1,1
-0.3386609,-1.8010714,1,1
-0.3365016,-1.7984785,1,1
-0.3439292,-1.8060772,1,1
-0.33793813,-1.8005925,1,1
-0.3440409,-1.8059745,1,1
-0.34467003,-1.8069907,1,1
-0.3397615,-1.8023114,1,1
-0.35324296,-1.8150771,1,1
-0.34524965,-1.8072549,1,1
-0.3455355,-1.8074596,1,1
-0.3473328,-1.8090875,1,1
-0.3510173,-1.8128355,1,1
-0.34835252,-1.8102376,1,1
-0.3478381,-1.8100021,1,1
-0.34964654,-1.8113358,1,1
-0.3477437,-1.80947,1,1
-0.3457931,-1.8072621,1,1
-0.34882143,-1.8105223,1,1
-0.343151,-1.8057661,1,1
-0.34053335,-1.8033128,1,1
-0.34087166,-1.8035407,1,1
-0.34024054,-1.802586,1,1
-0.3425988,-1.8036716,1,1
-0.34543055,-1.8074586,1,1
-0.33907035,-1.8005962,1,1
-0.34717062,-1.8091565,1,1
-0.34724873,-1.8093842,1,1
-0.34161606,-1.8030771,1,1
-0.3507923,-1.8123894,1,1
-0.34776238,-1.8102789,1,1
-0.34659058,-1.8099684,1,1
-0.34619203,-1.8081521,1,1
-0.34318778,-1.8062125,1,1
-0.34035048,-1.8011756,1,1
-0.34583127,-1.8078101,1,1
-0.35025698,-1.8118294,1,1
-0.33650935,-1.7972898,1,1
-0.3490715,-1.8102499,1,1
-0.3423851,-1.8034719,1,1
-0.34291446,-1.8039447,1,1
-0.34523275,-1.805956,1,1
-0.33641353,-1.7966803,1,1
-0.34443566,-1.8054527,1,1
-0.34048542,-1.802539,1,1
-0.34085596,-1.8022081,1,1
-0.33214924,-1.7922893,1,1
-0.3473497,-1.8064512,1,1
-0.3357423,-1.7973592,1,1
-0.34302756,-1.8040032,1,1
-0.34713998,-1.8077215,1,1
-0.33626646,-1.7949967,1,1
-0.3419991,-1.8034817,1,1
-0.33626208,-1.7965987,1,1
-0.34941876,-1.8104651,1,1
-0.34110403,-1.801747,1,1
-0.3494736,-1.8104515,1,1
-0.333713,-1.7960702,1,1
-0.34938297,-1.8099588,1,1
-0.35044163,-1.8112931,1,1
-0.3442695,-1.8055773,1,1
-0.32571948,-1.7898054,1,1
-0.28088793,-1.7541077,1,1
-0.073023744,-0.58189577,1,0
-0.2831788,-1.7561702,1,1
-0.31861988,-1.7851547,1,1
-0.29488504,-1.7653271,1,1
-0.29083937,-1.7619854,1,1
-0.30756584,-1.7750401,1,1
-0.29389393,-1.7644798,1,1
-0.2939625,-1.7644281,1,1
-0.06822831,-0.5760807,1,0
0.25757402,-1.3780956,1,1
-0.063612975,-0.61010647,1,0
0.25824347,-1.3706971,1,1
0.25947866,-1.3774205,1,1
0.2655395,-1.357987,1,1
0.25761437,-1.379103,1,1
0.26441303,-1.3611466,1,1
0.25696397,-1.3787928,1,1
0.2596852,-1.3818994,1,1
0.26007757,-1.3666646,1,1
0.25949836,-1.3813759,1,1
-0.06722609,-0.6056156,1,0
0.25248858,-1.3785582,1,1
-0.27508196,-1.7502558,1,1
-0.06854496,-0.56791407,1,0
-0.2869945,-1.7581152,1,1
-0.10703322,-0.55629134,1,0
-0.29199585,-1.7626282,1,1
-0.28974155,-1.7614355,1,1
-0.06515645,-0.5907344,1,0
-0.29384804,-1.7641968,1,1
-0.060470946,-0.6019528,1,0
0.4578218,-1.0045689,1,1
0.2144233,-0.56723624,1,1
-0.6378873,0.77943975,0,0
-0.6447752,0.7209809,0,0
-0.8479543,0.37360325,0,0
-0.21046819,-0.09911016,1,0
-0.4846069,0.55961007,0,0
0.092449665,1.3349245,0,0
-0.6502561,0.7352495,0,0
0.11105711,1.3376001,0,0
-0.29144007,0.0618707,0,0
-0.23896824,-0.12151182,1,0
0.8608732,0.25963634,1,1
0.20524013,-0.39871,1,1
-0.3170122,0.16560937,0,0
-0.3155806,0.12788361,0,0
-0.3224419,0.1707688,0,0
-0.30701742,0.08796531,0,0
-0.31625983,0.16045424,0,0
-0.31047827,0.101638205,0,0
-0.3391103,0.23395574,0,0
-0.3379113,0.23461339,0,0
-0.34048644,0.23309006,0,0
-0.3269505,0.16542949,0,0
-0.33938938,0.23467547,0,0
-0.34085277,0.23568654,0,0
-0.325703,0.14135127,0,0
-0.33977026,0.2391282,0,0
-0.33950984,0.2395547,0,0
-0.3378171,0.24110544,0,0
-0.33647794,0.24636348,0,0
-0.325278,0.14888012,0,0
-0.3387088,0.24458475,0,0
-0.325374,0.16119522,0,0
-0.33131897,0.24835618,0,0
-0.33623168,0.25395125,0,0
-0.33467704,0.23963785,0,0
-0.33471918,0.2523468,0,0
-0.3275808,0.14175428,0,0
-0.33021992,0.27439636,0,0
-0.33156067,0.27604198,0,0
-0.33418766,0.24972536,0,0
-0.33018574,0.28738737,0,0
-0.32711926,0.28717336,0,0
-0.32547817,0.2884033,0,0
-0.3267263,0.28768766,0,0
-0.32734308,0.28440836,0,0
-0.3267549,0.28763473,0,0
-0.32650086,0.28859827,0,0
-0.3287655,0.28914055,0,0
0.95692015,-0.6835083,1,1
0.4708427,-0.69414127,1,1
0.5100189,-1.1767066,1,1
0.9858295,-0.81809396,1,1
1.2341019,-0.4199892,1,1
0.204939,-0.47585663,1,1
0.38367242,-2.4440498,1,1
0.20618828,-0.637929,1,1
0.3702144,-2.4326131,1,1
0.1812127,-0.6079424,1,1
0.02039638,-0.6740963,1,1
0.09932248,-0.7272455,1,1
0.3677854,-2.43128,1,1
0.37631837,-2.4396636,1,1
0.10284615,-0.7299293,1,1
0.37523723,-2.4390454,1,1
0.37640384,-2.4339254,1,1
0.37438548,-2.44162,1,1
0.10134421,-0.7292795,1,1
0.38188744,-2.4463947,1,1
0.38202795,-2.4469757,1,1
0.38084388,-2.4423938,1,1
0.10391297,-0.73090726,1,1
0.3832536,-2.447761,1,1
0.38238853,-2.4469836,1,1
0.24358845,-0.57854956,1,1
0.382087,-2.4468837,1,1
0.106603175,-0.72400445,1,1
0.38299042,-2.4471397,1,1
0.10187176,-0.7277678,1,1
0.3839022,-2.448172,1,1
0.38345,-2.4474432,1,1
0.3837078,-2.4481418,1,1
0.38343745,-2.447973,1,1
0.38441843,-2.4488492,1,1
0.37608042,-2.4366548,1,1
0.10856945,-0.7332199,1,1
0.383026,-2.447801,1,1
0.27306607,-0.67627615,1,1
0.3814408,-2.4413455,1,1
0.38291013,-2.4467313,1,1
0.3826203,-2.4467783,1,1
0.38378415,-2.448375,1,1
0.3887519,-2.4528317,1,1
0.3836585,-2.4482713,1,1
0.38355654,-2.4480517,1,1
0.39138407,-2.4555764,1,1
0.38492072,-2.4494803,1,1
0.37949756,-2.4449205,1,1
0.38402465,-2.4486747,1,1
0.10807212,-0.7178044,1,1
0.38311505,-2.44789,1,1
0.38028908,-2.4440477,1,1
0.3903568,-2.4542627,1,1
0.38340825,-2.447862,1,1
0.3836788,-2.4481943,1,1
0.3843693,-2.4490087,1,1
0.38573867,-2.4439292,1,1
0.3828296,-2.447395,1,1
0.38374278,-2.448376,1,1
0.38846627,-2.4417384,1,1
0.3832659,-2.447013,1,1
0.38869068,-2.4416997,1,1
0.3832544,-2.4464862,1,1
0.3840002,-2.4488587,1,1
0.111569755,-0.7300502,1,1
0.3834824,-2.4477768,1,1
0.384422,-2.4489899,1,1
0.3845852,-2.4451523,1,1
0.38433313,-2.448649,1,1
0.38812396,-2.4409049,1,1
0.3848782,-2.4497051,1,1
0.38334602,-2.4475152,1,1
0.39083824,-2.4556885,1,1
0.3899843,-2.454416,1,1
0.38491496,-2.4493916,1,1
0.38392845,-2.4484954,1,1
0.3887676,-2.4410555,1,1
0.39070725,-2.4540513,1,1
0.3832369,-2.448232,1,1
0.38493165,-2.4347327,1,1
0.382896,-2.447853,1,1
0.10628534,-0.7255243,1,1
0.13052745,0.5064575,0,0
-0.6573433,1.2066432,0,0
0.8717376,-2.239344,1,1
0.35167295,-0.6577724,1,1
0.7822788,-0.886324,1,1
1.0429971,-0.9567993,1,1
0.7509361,-0.87585586,1,1
0.88082236,-2.2436428,1,1
0.87556976,-2.2410693,1,1
0.886034,-2.2592793,1,1
0.09179252,-0.42213094,1,1
0.8887972,-2.264479,1,1
-0.057176266,-0.66073835,1,1
0.8835241,-2.265259,1,1
0.87839395,-2.256318,1,1
0.903686,-2.2519283,1,1
0.8878709,-2.2615194,1,1
-0.030081743,-0.64368725,1,1
0.8994354,-2.2485962,1,1
0.90041757,-2.2463145,1,1
0.34169626,-0.6622284,1,1
0.88212276,-2.2362351,1,1
0.35855252,-0.6618423,1,1
0.8752831,-2.2257485,1,1
0.77870464,-0.90078807,1,1
1.0183791,-0.9691096,1,1
0.3889125,-0.6720227,1,1
0.87594146,-2.2261183,1,1
0.8916204,-2.267869,1,1
-0.27257022,-0.061815746,1,0
0.8875731,-2.2775586,1,1
-0.28777727,-0.060313664,1,0
0.8853906,-2.276299,1,1
0.8848835,-2.2755048,1,1
0.881914,-2.2782755,1,1
-0.28239703,-0.09923915,1,0
0.88846564,-2.2756083,1,1
0.88693947,-2.2750533,1,1
0.12495879,-0.57065207,1,1
0.8872692,-2.2747118,1,1
0.91076833,-2.2561193,1,1
0.8922914,-2.271163,1,1
0.8810641,-2.2814472,1,1
-0.23948605,-0.08722363,1,0
0.87895685,-2.283291,1,1
0.88273776,-2.2803106,1,1
0.8876918,-2.2763963,1,1
0.8855234,-2.2775917,1,1
0.88486266,-2.277383,1,1
0.88491654,-2.280738,1,1
0.8919839,-2.2734292,1,1
0.8848631,-2.2786171,1,1
0.88288903,-2.2803974,1,1
0.14222214,-0.5354628,1,1
0.9442572,-2.225238,1,1
0.3637439,-0.75901574,1,1
0.6655327,-1.0551184,1,1
0.66754174,-1.0359719,1,1
0.6852642,-1.0351821,1,1
0.34145576,-0.66422534,1,1
0.69092095,-1.0496224,1,1
0.3414498,-0.67173636,1,1
0.6925406,-1.0345366,1,1
0.6769994,-1.0508647,1,1
0.680151,-1.062538,1,1
0.16109516,-0.53873444,1,1
0.67545396,-1.0413243,1,1
0.15499637,-0.54013604,1,1
0.6204851,-1.0160669,1,1
0.6816551,-0.9485882,1,1
0.81227344,-0.9786483,1,1
0.5978139,-0.76100314,1,1
0.71958244,-0.8972478,1,1
0.4156065,-0.7356005,1,1
0.7346469,-1.0243936,1,1
0.74974066,-1.0133141,1,1
0.6921357,-1.1217102,1,1
0.7277057,-1.0191948,1,1
0.7151935,-1.0279775,1,1
0.7138313,-1.0299207,1,1
0.7680126,-1.0393089,1,1
0.27128565,-0.58128965,1,1
0.6891191,-1.0298303,1,1
0.69979984,-1.0379506,1,1
0.3648668,-0.6843061,1,1
0.7509796,-1.0458399,1,1
0.24259318,-0.57398945,1,1
0.99372596,-0.6160602,1,1
0.7464563,-1.0167404,1,1
0.34497944,-0.6669709,1,1
0.7045833,-1.0658313,1,1
0.7307022,-1.026624,1,1
0.72158986,-0.9943941,1,1
0.74515814,-1.0196629,1,1
0.3534309,-0.6557118,1,1
0.7341798,-1.0213162,1,1
0.40589955,-0.71028054,1,1
0.7636177,-1.0396276,1,1
0.7702255,-1.037654,1,1
0.76589644,-1.0258288,1,1
0.7550209,-0.99876285,1,1
0.23593524,-0.45867544,1,1
1.6150535,-0.64675033,1,1
1.2045783,-0.7602557,1,1
0.97632366,-0.55613947,1,1
1.0738425,-0.19001906,1,1
0.22589953,-0.46818817,1,1
0.7514962,-0.9890929,1,1
0.75927645,-0.9731793,1,1
0.80780363,-0.89249367,1,1
0.8270547,-0.80955297,1,1
0.47809795,-0.6963505,1,1
0.8184776,-0.6544436,1,1
0.7193944,-0.9986096,1,1
0.90268713,-2.2634676,1,1
0.06384386,-0.4059546,1,1
0.8863918,-2.3053536,1,1
0.89420444,-2.294206,1,1
0.9174509,-2.2546408,1,1
-0.20233753,-0.04526191,1,0
0.9337832,-2.2369123,1,1
0.94719154,-2.225221,1,1
0.13932401,-0.7709602,1,1
0.9219613,-2.2509189,1,1
0.15971467,-0.7695382,1,1
0.9386506,-2.232246,1,1
0.1622721,-0.76579195,1,1
0.93555725,-2.2367167,1,1
0.9351098,-2.2371728,1,1
0.9425187,-2.2296562,1,1
0.940207,-2.232196,1,1
0.94239587,-2.2300193,1,1
0.94066554,-2.2317264,1,1
0.9374496,-2.2339432,1,1
0.93403226,-2.2381465,1,1
0.939464,-2.233041,1,1
0.15834014,-0.77048683,1,1
0.94106805,-2.2312212,1,1
0.14938317,-0.77470464,1,1
0.93897694,-2.2334182,1,1
0.94003665,-2.2322736,1,1
0.94502664,-2.2277145,1,1
0.9243504,-2.2371354,1,1
0.94134456,-2.2308023,1,1
0.16087034,-0.76328355,1,1
0.9363545,-2.2356782,1,1
0.93044955,-2.2423174,1,1
0.942766,-2.229529,1,1
0.9422681,-2.229771,1,1
0.94183356,-2.2300665,1,1
0.94213194,-2.2302184,1,1
0.16087273,-0.7717219,1,1
0.943408,-2.2284098,1,1
0.9388036,-2.235129,1,1
0.94513935,-2.227014,1,1
0.94006485,-2.2327263,1,1
0.94192576,-2.2308075,1,1
0.9421645,-2.230345,1,1
0.94247323,-2.230017,1,1
0.94249964,-2.2294884,1,1
0.94066757,-2.231757,1,1
0.9429743,-2.2296078,1,1
0.9237141,-2.2493174,1,1
0.92436445,-2.2442358,1,1
0.926524,-2.2487502,1,1
0.92324615,-2.2481172,1,1
0.9240578,-2.2488763,1,1
0.12367013,-0.77522916,1,1
0.9258368,-2.249432,1,1
0.9238437,-2.2485213,1,1
0.9228981,-2.2482178,1,1
0.9219118,-2.248405,1,1
0.92157227,-2.2505567,1,1
0.9225238,-2.2483835,1,1
0.9178115,-2.2524285,1,1
0.92102486,-2.2507224,1,1
0.92569506,-2.250122,1,1
0.13457668,-0.7754512,1,1
0.9265584,-2.2533758,1,1
0.93129236,-2.2586062,1,1
0.92436606,-2.2528296,1,1
0.9195416,-2.2510252,1,1
0.9213304,-2.2511609,1,1
0.9224926,-2.248249,1,1
0.92378205,-2.2469647,1,1
0.9219832,-2.2492936,1,1
0.9217202,-2.2486207,1,1
0.91939294,-2.2518709,1,1
0.91924125,-2.2535062,1,1
0.9249618,-2.2517085,1,1
0.9248101,-2.2498188,1,1
0.91915065,-2.2510393,1,1
0.9145862,-2.2578926,1,1
0.9192055,-2.254549,1,1
0.9217466,-2.2497532,1,1
0.9224127,-2.2484434,1,1
0.92782056,-2.2505975,1,1
0.9249471,-2.2475507,1,1
0.92395204,-2.2481847,1,1
0.91169757,-2.2446537,1,1
0.92230713,-2.2478669,1,1
0.925319,-2.2468762,1,1
0.92365485,-2.248845,1,1
0.9207261,-2.2495983,1,1
0.922814,-2.2491784,1,1
0.9237336,-2.2495646,1,1
0.92346025,-2.2499216,1,1
0.92759275,-2.2539687,1,1
0.92127234,-2.2529802,1,1
0.9226129,-2.250924,1,1
0.92382145,-2.2545006,1,1
0.923011,-2.2505023,1,1
0.9173118,-2.2604485,1,1
0.92089146,-2.2537217,1,1
0.92436904,-2.2503731,1,1
0.92186844,-2.2547686,1,1
0.11985605,-0.77914447,1,1
0.929347,-2.2533476,1,1
0.9299041,-2.2567706,1,1
0.92787623,-2.2547603,1,1
0.12600315,-0.78090054,1,1
0.92429215,-2.2476838,1,1
0.93657357,-2.2356832,1,1
0.1455349,-0.7794486,1,1
0.93342143,-2.2371483,1,1
0.93184096,-2.2524812,1,1
0.9416233,-2.2309315,1,1
0.03650127,-0.49924272,1,1
0.942993,-2.2273688,1,1
0.16078347,-0.758045,1,1
0.94141275,-2.2308896,1,1
0.9421818,-2.2200859,1,1
0.15902948,-0.7600174,1,1
0.94030833,-2.231693,1,1
0.18027468,-0.761463,1,1
0.9454711,-2.229034,1,1
0.49802288,-0.8655442,1,1
0.21740809,-0.545149,1,1
0.50305223,-0.9586186,1,1
0.54080427,-1.1629095,1,1
0.18855383,-0.48379102,1,1
0.9416461,-2.2303221,1,1
0.9416161,-2.2297375,1,1
0.9368773,-2.2391539,1,1
0.93952143,-2.232757,1,1
0.16833869,-0.76237833,1,1
0.9445683,-2.2250648,1,1
0.94320786,-2.228368,1,1
0.94296837,-2.2276118,1,1
0.93813956,-2.23431,1,1
0.9382139,-2.2327037,1,1
0.1680272,-0.7696367,1,1
0.93595105,-2.2367039,1,1
0.9321288,-2.2399821,1,1
0.15658775,-0.7709524,1,1
0.9398464,-2.2338254,1,1
0.14002389,-0.537587,1,1
0.9543786,-2.2165956,1,1
0.6481082,-0.9973001,1,1
0.14800328,-0.5378851,1,1
0.66098475,-1.0156196,1,1
0.62729335,-0.94110763,1,1
0.13133845,-0.53049207,1,1
0.66526973,-1.0375262,1,1
0.16988316,-0.761839,1,1
0.6551913,-1.0319297,1,1
0.6339137,-1.0081027,1,1
0.20022227,-0.73495126,1,1
0.14504194,-0.53819597,1,1
0.13146348,-0.64109784,1,1
0.51764804,-1.0023623,1,1
0.27524146,-0.6121568,1,1
0.70207894,-1.5732857,1,1
0.9145856,-2.2603762,1,1
0.8836205,-2.3030193,1,1
0.8866689,-2.3057833,1,1
